name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds;exact_cone_angle;buried_volume;solid_angle;solid_cone_angle;G_parameter;sasa_area_stable;sasa_volume_stable;sasa_area_free;sasa_volume_free;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand49-0;2.7830000000000004;0;3;0;0;173.4244478297865;0.2675526462914648;3.159093169724704;120.36820618508568;25.13926468247653;356.0829093312521;531.7399832673176;356.2028885859345;532.0944095487606;-571.157601489;3.1268;0.185;-0.247;0.0;1.0;0.0;0.0;-0.062;0.0;0.9773237779441653;0.0226762220558348;0.0;-571.157752168;3.2025;0.184;-0.246;0.0;1.0;0.0;0.0;-0.062;0.0;0.9775425088225858;0.0224574911774141;0.0;150.43;1386.436;3134.028;0.2639927879318725;0.7360072261206404
ligand50-0;4.011500000000002;0;3;0;5;205.9495907755781;0.3422125419306746;5.239154516045496;160.87043505426314;41.69186694254337;580.4224504059597;953.1289671426812;584.0622381113051;958.1298647476945;-1429.64743301;10.781;0.124;-0.051;0.037782340862423;0.9487679671457906;0.0134496919917864;0.0;0.074;0.0054071948797175;0.967556830721695;0.0270359743985875;0.0;-1429.65537047;9.8998;0.143;-0.069;0.0358471074380165;0.9485537190082644;0.015599173553719;0.0;0.074;0.0275757246770166;0.9143415481489524;0.058082727174031;0.0;284.92;2629.758;3205.9275;;
ligand51-0;3.710490000000002;2;1;0;1;163.75171532338084;0.3701372064852776;4.587135286333401;148.67923237990286;36.50326277256088;395.7337791826059;601.6809499406924;394.1739388527152;599.6444225122664;-577.788831729;3.3232;0.137;-0.022;0.0;0.9734383202099738;0.0265616797900262;0.0;0.115;0.0;0.9327951123718088;0.0672048876281911;0.0;-577.791771092;2.4518;0.141;-0.026;0.0;0.9728706624605676;0.0271293375394321;0.0;0.115;0.0;0.947385306384344;0.052614693615656;0.0;197.42;1756.304;3140.5357;0.2009253646788113;0.8101856779614521
ligand52-0;0.1125;0;0;0;0;88.33481175765735;0.0;1.7810525277871785;88.46144372851874;14.173165685182235;78.53981633974483;65.44984799283164;78.53981633974483;65.44984694978734;-0.499281832222;0.0;0.502;0.097;1.0;0.0;0.0;0.0;0.599;1.0;0.0;0.0;0.0;-0.499281832222;0.0;0.502;0.097;1.0;0.0;0.0;0.0;0.599;1.0;0.0;0.0;0.0;0.84;219.946;;;
ligand54-0;-1.0962;0;0;0;3;156.52855388499168;0.2524692508386135;3.208094614902453;121.3956068741144;25.52920579341079;220.59948044533692;279.21495769958057;218.61944157864096;277.23242156439693;-190.364857169;1.7769;0.2729999999999999;-0.236;0.1272420341844271;0.8727579658155729;0.0;0.0;0.037;0.9772656493304266;-0.000415239281636;0.0231495899512093;0.0;-190.367380453;1.6258;0.2749999999999999;-0.239;0.1555128615647347;0.8444871384352652;0.0;0.0;0.036;0.94833488951136;0.027596223674655;0.0240688868139848;0.0;39.4;630.331;3495.9537;0.3069206370883335;0.8255788925652622
ligand55-0;-0.1188;0;0;0;0;140.01569718804615;0.1314468412225121;4.130121807838881;139.92065750568122;32.866465064459646;107.14590240627204;104.28868765440038;107.14590240627204;104.2886783421048;-74.6852085582;0.0;0.5379999999999999;0.469;0.0;1.0;0.0;0.0;1.007;1.0;0.0;0.0;0.0;-74.6852085582;0.0;0.5379999999999999;0.469;0.0;1.0;0.0;0.0;1.007;1.0;0.0;0.0;0.0;2.01;243.155;;;
ligand56-0;-0.2376;0;0;0;0;142.61317897698515;0.2005450987700335;3.337098419554079;124.07620441557712;26.555785452809168;134.3148633804056;143.1105062119861;136.93476318725982;146.64300710636073;-149.918859478;0.0;0.259;0.404;0.0;1.0;0.0;0.0;0.663;-0.1214526691803929;1.121452669180393;0.0;0.0;-149.920204593;0.0;0.2199999999999999;0.376;0.0;1.0;0.0;0.0;0.596;-0.0365634365634365;1.0365634365634366;0.0;0.0;7.76;313.95;636.6137;0.0;1.0
ligand58-0;3.3522000000000016;0;3;0;6;273.11328162565127;0.7199438594856504;9.255272961634104;236.46133860212868;73.65112207544168;520.1918262162076;861.2396466885655;530.3604702332557;871.7322827123439;-1113.38101278;3.9434;0.186;-0.22;0.2084004726608658;0.7381029111612418;0.0534966161778923;0.0;-0.034;0.0685758174237437;0.9202326091727012;0.0111915734035549;0.0;-1113.41576816;6.3858;0.187;-0.231;0.2620652173913044;0.6757608695652173;0.0621739130434782;0.0;-0.044;-0.0158499832570599;0.9902890947650408;0.0255608884920191;0.0;213.88;2642.836;3152.0213;;
ligand59-0;0.52988;0;0;0;0;95.05696197825858;0.1385168188594856;2.042060225570701;95.09231757262036;16.250198949546398;177.21040460971523;208.9026469923839;177.59040264649855;209.4545560214699;-132.642823995;4.0268;0.374;-0.345;0.0683567689623319;0.9146053576927026;0.0170378733449656;0.0;0.029;0.6367342778513913;0.3191315869941902;0.0441341351544185;0.0;-132.642056353;4.0471;0.37;-0.344;0.0657016733394928;0.917667590596448;0.0166307360640591;0.0;0.026;0.2080354445675158;0.7160406806968079;0.0759238747356761;0.0;24.21;445.93;3080.6687;0.0586772999598195;0.9999999495791192
ligand60-0;1.3473;0;0;0;0;111.83177543245408;0.1672451546775997;2.3630696929596318;102.79616115349134;18.80471112525864;245.872761894582;330.3183021832762;246.72274557117836;331.65027159203896;-961.154631027;4.4238;0.349;-0.104;0.0;0.9804197208555075;0.0;0.0195802791444924;0.245;0.4724832214765101;0.4949922560660816;0.0325245224574083;0.0;-961.156893472;3.9827;0.347;-0.11;0.0;0.9794897448724362;0.0;0.0205102551275637;0.237;0.3881538774679423;0.5775493588438836;0.0342967636881742;0.0;36.91;607.98;1228.2244;0.5782574412783991;0.9999809797224862
ligand61-0;3.267190000000001;1;0;0;5;167.87892860348137;0.392459467014536;4.804141686406292;152.76993639531042;38.230144835269776;345.3816367860491;512.9624464511036;347.0115005997599;512.9806171695667;-389.773254271;0.1247;0.162;0.007;0.0536927223719676;0.9027493261455526;0.0435579514824798;0.0;0.169;0.8601771800619062;0.1398228199380938;0.0;0.0;-389.773371202;0.0948;0.166;0.003;0.047119841094681;0.9091811962039286;0.0436989627013904;0.0;0.169;0.8979680069174232;0.1020319930825767;0.0;0.0;126.88;1683.658;2977.4663;0.511460216200773;0.5116331562472107
ligand62-0;3.1279000000000017;0;1;0;0;148.5499414673436;0.2203165765933656;3.2730965319749776;122.75057401620414;26.04647461403788;335.85075531125995;503.5371992713319;335.89076268825164;503.4930304972986;-463.791674372;4.4916;0.181;-0.024;0.0;0.9544274888404444;0.0455725111595556;0.0;0.183;0.0705167799052913;0.8665843113032736;0.062898908791435;0.0;-463.793880927;4.2942;0.184;-0.024;0.0;0.9525844101709046;0.0474155898290954;0.0;0.184;0.0671517671517671;0.8712058212058212;0.0616424116424116;0.0;121.98;1627.217;3095.6061;0.3969651719241842;0.7598376378475209
ligand63-0;0.2487;0;1;0;2;224.2833972443895;0.4281820723071189;5.148151832143961;159.1851986212762;40.967690593665445;373.5912507097811;540.7845084766539;377.2611438974254;542.8298806244374;-888.215130897;6.299;0.147;-0.21;0.0115968801313628;0.9619252873563218;0.0264778325123152;0.0;-0.063;0.0;0.9718845787971674;0.0281154212028326;0.0;-888.222375375;6.7426;0.149;-0.219;0.0;0.9739765480353836;0.0260234519646163;0.0;-0.07;0.0;0.9620200333889816;0.0379799666110183;0.0;148.75;1595.685;3595.7046;0.1143021984337318;0.8883123094766129
ligand64-0;2.6684900000000003;1;0;0;8;207.73209104525355;0.4155853988073053;5.822171710711372;171.58455785415052;46.331370364475575;417.2915616773933;643.7123587552361;415.9015808641757;642.2364403317507;-540.257978602;2.6168;0.239;-0.208;0.4140978897359408;0.5859021102640593;0.0;0.0;0.031;0.9677313855881392;0.0322686144118608;0.0;0.0;-540.259079429;2.7023;0.245;-0.214;0.4222271566559343;0.5777728433440656;0.0;0.0;0.031;0.9655396618985695;0.0344603381014304;0.0;0.0;140.71;1532.646;3083.0823;0.4295377992970821;0.7727692173529754
ligand65-0;1.81908;0;2;0;6;211.8222623990905;0.3614540626164741;4.709138884531064;150.983752816886;37.474136558968645;433.9619685348976;659.8184506566035;428.271686647293;653.1369955376001;-647.287257134;3.9496;0.244;-0.24;0.026847899348461;0.9731521006515388;0.0;0.0;0.004;0.1492766330556773;0.8042525208242;0.0464708461201227;0.0;-647.291965022;3.721;0.247;-0.241;0.0634974151494718;0.9365025848505282;0.0;0.0;0.006;0.1412381951731374;0.7876180482686254;0.0711437565582371;0.0;146.52;2022.58;3185.0867;0.3039756694727435;0.8998296818199331
ligand67-0;3.112040000000001;0;1;0;3;165.7926688492617;0.3070373648900484;4.086120510128249;139.0652803119422;32.516313862804395;405.6306840282753;650.0755889822365;405.6007402067956;648.9698868149709;-635.750034807;5.6702;0.18;-0.052;0.0109090909090909;0.9372192513368984;0.0518716577540107;0.0;0.14;0.1132055378061768;0.8241746538871139;0.0626198083067092;0.0;-635.759114409;4.4808;0.181;-0.046;0.0;0.96347429068377;0.03652570931623;0.0;0.143;0.1595581802274715;0.7837926509186353;0.0566491688538932;0.0;168.7;2233.447;3103.3868;0.3911683692974618;0.8752303585540312
ligand68-0;-0.1496;0;0;0;2;126.40133091922512;0.1905341502049944;2.35706951599909;102.6560669475856;18.75696323412383;192.96024260327823;235.02499143256287;192.98010227703088;234.9594056994304;-134.39655964;1.4228;0.158;0.068;0.2274699767887778;0.7136946210515692;0.0588354021596528;0.0;0.226;1.0399618401526394;-0.0399618401526393;0.0;0.0;-134.398048369;0.9841;0.168;0.054;0.2957353527301714;0.6416899163013152;0.0625747309685133;0.0;0.222;1.0893778292451837;-0.0893778292451837;0.0;0.0;47.67;505.179;2834.1868;0.2363122671909458;0.8788391573144202
ligand69-0;1.8295;2;0;2;5;216.1915355643931;0.4666767610883339;6.019177520915793;175.18365741087874;47.89909279006845;489.15071007952986;788.1790656335322;492.3806406506392;790.3940078075715;-1072.23567526;5.2678;0.206;-0.195;0.0363888592466118;0.94536335503148;0.018247785721908;0.0;0.011;0.063552833078101;0.8763946619995625;0.0600525049223364;0.0;-1072.23997797;4.9967;0.214;-0.208;0.0126637081935274;0.9677454269942634;0.0195908648122091;0.0;0.006;-0.0016926201760325;0.9347777025502144;0.0669149176258181;0.0;187.27;2240.373;3519.874;0.395298156057903;0.7884861461575192
ligand70-0;2.0322;0;2;0;9;282.32284483540553;0.6731503913529631;8.772258716310573;226.67522429794076;69.8074168390896;511.43140934329256;832.5911908382081;488.8911074673008;810.3249130284606;-915.127731855;2.8549;0.134;-0.211;0.1536483445837351;0.8074574091931855;0.0388942462230793;0.0;-0.077;0.0112655295851758;0.970835965466414;0.0178985049484101;0.0;-915.155201916;3.4782;0.15;-0.206;0.1424329080510338;0.8037835459744831;0.053783545974483;0.0;-0.056;0.0344316135183811;0.9455450789278526;0.0200233075537662;0.0;219.53;2109.088;3135.9289;0.5276468425454677;0.8601073546933351
ligand71-0;5.087600000000001;0;0;0;11;152.09790081625042;0.2499650577711517;3.6581078869430095;130.6092107603348;29.11029762852141;471.0427067579128;794.9297591754331;472.8727326158825;798.52962895772;-3889.15452202;3.2395;0.1959999999999999;-0.235;0.1286652078774617;0.8713347921225383;0.0;0.0;-0.039;-0.0025428413488114;0.9261470425649532;0.0763957987838584;0.0;-3889.15817482;3.1018;0.2029999999999999;-0.241;0.1213691825936724;0.8786308174063275;0.0;0.0;-0.038;0.0048187493155185;0.9031869455700362;0.0919943051144453;0.0;205.19;2432.602;3168.7346;0.5312580450228694;0.7203063310443506
ligand72-0;4.208700000000003;0;4;0;6;266.03130085824904;0.5316518356317554;6.758199316555729;188.6714904136271;53.78004138150565;695.3645301670568;1146.2022867660576;664.3348002146304;1113.3306576637628;-1528.41480319;4.7587;0.127;-0.199;0.0910014677656091;0.9089985322343908;0.0;0.0;-0.072;0.0;1.0;0.0;0.0;-1528.4340159;4.492;0.149;-0.218;0.0946418499717992;0.9053581500282007;0.0;0.0;-0.069;0.0;1.0;0.0;0.0;361.86;3769.451;3355.0862;;
ligand73-0;0.1159999999999999;0;0;0;1;125.44591372593902;0.2162166884084979;3.218094909836688;121.60464327295014;25.6087856119688;177.16930082224087;210.0801975237842;179.00936060727926;213.120460160979;-153.060098016;2.6643;0.156;0.075;0.4143030794165316;0.5856969205834684;0.0;0.0;0.231;0.4605329311211664;0.5132227249874308;0.0262443438914027;0.0;-153.061240669;2.4145;0.168;0.063;0.3701612903225806;0.6298387096774194;0.0;0.0;0.231;0.7046384039900249;0.280997506234414;0.014364089775561;0.0;37.94;518.978;2947.7017;0.1584078829158393;0.8998096119402497
ligand74-0;0.4947899999999999;1;1;0;3;204.30001680464125;0.3545471487141259;4.871143662465664;154.02559585608986;38.76332961960847;368.7023837444485;542.8322150810671;370.5622461900404;545.2651023971779;-567.420467081;4.3366;0.135;-0.185;0.4364600665557404;0.5409733777038269;0.0225665557404326;0.0;-0.05;0.0;0.9765701269118128;0.0234298730881874;0.0;-567.438308501;4.7707;0.1629999999999999;-0.212;0.4201158504476039;0.5563981042654028;0.0234860452869931;0.0;-0.049;0.0134379703289615;0.9508707804773168;0.0356912491937217;0.0;130.51;1323.853;3137.5753;0.2105060009925523;0.8429503445204324
ligand75-0;1.1525;0;0;0;6;147.4989338134173;0.2714487048080506;3.491102961541292;127.23344865635366;27.78131465860258;292.9494270805614;404.4991215036862;293.0194189567423;404.759757914624;-686.441993587;1.6234;0.279;-0.25;0.2632014909919238;0.7167115344791882;0.0200869745288879;0.0;0.029;0.0597916666666666;0.8829166666666666;0.0572916666666666;0.0;-686.440549554;1.5437;0.283;-0.264;0.2562950579876711;0.72406227144499;0.0196426705673388;0.0;0.019;0.0048268625393494;0.9266526757607556;0.068520461699895;0.0;67.27;974.062;3076.6566;0.5819212371084984;0.6343364330340591
ligand76-0;0.33109;1;0;0;2;165.70476956265784;0.2434075661572866;3.2570960600802024;122.4178635326194;25.91914690434505;271.3019722320988;367.8417904437962;270.9719642735338;367.6090610391203;-304.554182197;2.4166;0.243;-0.218;0.4212648556876061;0.5787351443123939;0.0;0.0;0.045;0.0866288074341765;0.8921011874032009;0.0212700051626226;0.0;-304.554599292;2.4722;0.25;-0.226;0.4322266864030451;0.5677733135969549;0.0;0.0;0.042;0.0826829782746255;0.9173170217253744;0.0;0.0;67.87;1126.414;3204.2334;0.2376186563105244;0.7836304004954096
ligand77-0;3.5988000000000038;0;0;0;12;215.53834388338484;0.4521990309355199;6.1501813845542666;177.5741181299559;48.94158841317842;523.3402522149249;849.9405022260466;518.5002289879478;842.8844594410308;-1791.33297683;4.8284;0.179;-0.042;0.0311440677966101;0.9688559322033898;0.0;0.0;0.137;0.9206577595066804;0.0793422404933196;0.0;0.0;-1791.34798762;4.1957;0.196;-0.071;0.0157758173326414;0.9700051894135964;0.0142189932537623;0.0;0.125;0.0236563828627493;0.897198299356808;0.0791453177804425;0.0;204.84;2768.15;3211.331;0.5675195529350218;0.7729849843726324
ligand78-0;0.3504999999999999;0;1;0;2;207.1792805844196;0.3298604640327991;3.927115820673919;135.95383357398157;31.250994747731976;326.2053585546072;466.44853239392313;327.155194272695;467.8434551259696;-624.44555477;13.4277;0.113;-0.058;0.0;0.9760466988727858;0.0239533011272141;0.0;0.055;0.0;0.9456846003497584;0.0543153996502417;0.0;-624.449607972;12.6027;0.128;-0.074;0.0;0.9760157138426548;0.0239842861573451;0.0;0.054;0.0;0.9466502513593926;0.0533497486406073;0.0;105.84;1351.235;3635.3724;0.2479696642940664;0.7772101913500837
ligand79-0;0.2229999999999999;0;1;0;2;198.1638199412868;0.3087320629891912;3.666108122890397;130.76975359516535;29.173961483367812;322.3748437559779;461.9648185279897;323.5647712880425;462.4137704690969;-623.777836849;9.428;0.165;0.062;0.0183793663688058;0.9643582453290008;0.0172623883021933;0.0;0.227;0.0;0.937138130686518;0.0628618693134822;0.0;-623.792721753;7.9034;0.184;0.043;0.0;0.9780309194467048;0.0219690805532953;0.0;0.227;0.0;0.9396953683556108;0.0603046316443891;0.0;94.64;1352.823;3112.2121;0.2386210543241024;0.7613790187598489
ligand80-0;0.4753899999999997;0;0;0;1;121.10706322801032;0.1626560752888557;2.575075945565404;107.66271530484254;20.49180327868853;349.1893026214635;504.5997748960677;349.55934048091865;505.9821083703771;-578.147319582;0.7785;0.131;-0.121;0.0;0.9261477045908184;0.0738522954091816;0.0;0.01;0.0;0.9437055366532632;0.0562944633467367;0.0;-578.148356447;0.4702;0.132;-0.122;0.0;0.925877893056664;0.0741221069433359;0.0;0.01;0.0;0.9434253915910964;0.0565746084089035;0.0;123.87;1301.896;2273.5801;0.4277075736265099;0.5722924287842724
ligand81-0;7.563580000000008;2;5;0;8;215.5355991059678;0.5172964032799106;7.29921527249782;198.61188710875;58.08530956549419;724.9760614607148;1334.654460568359;685.5651404371745;1287.0859862432062;-1607.55103174;2.9099;0.114;-0.166;0.4281534460338101;0.5718465539661898;0.0;0.0;0.025;0.0320996116061229;0.9350011423349324;0.0328992460589444;0.0;-1607.57534811;4.2397;0.1689999999999999;-0.218;0.1182979694273328;0.8817020305726672;0.0;0.0;0.022;0.1986674742580254;0.7890975166565718;0.0122350090854027;0.0;416.34;3946.796;3222.9776;;
ligand82-0;1.95998;0;1;0;1;195.16047520037597;0.35133828736489;4.472131894589704;146.49499365450407;35.58809485914372;313.97121382126204;446.8019543263614;315.5711850318072;449.1415629785101;-776.381257719;7.8236;0.156;0.122;0.0;0.9878136941030672;0.0121863058969327;0.0;0.278;0.0;0.9456363257654656;0.0543636742345344;0.0;-776.38414874;7.5395;0.158;0.12;0.0;0.9881889763779528;0.0118110236220472;0.0;0.278;0.0;0.9571608567828644;0.0428391432171356;0.0;123.22;1341.263;3058.6389;0.3888648762050496;0.611135143697561
ligand83-0;5.209700000000005;0;4;0;6;193.68326956342284;0.4134015095042862;5.30115634463775;162.0162079680657;42.18526181760305;628.9544091521927;1066.3001934722413;611.1740014388417;1045.1151047633025;-1647.59863144;2.2064;0.17;-0.203;0.1572506861848124;0.8427493138151876;0.0;0.0;-0.033;0.0;0.9311391223155928;0.068860877684407;0.0;-1647.61460929;2.6683;0.196;-0.23;0.0776588476429059;0.922341152357094;0.0;0.0;-0.034;-0.0134151887221464;0.9463392451114142;0.0670759436107321;0.0;317.64;3099.533;3135.3862;;
ligand84-0;1.5232;0;0;0;13;208.71554407944623;0.3891050130450987;5.458160975105233;164.9097838694315;43.43466496896387;561.9487200104386;892.9574299258882;568.1987695969465;900.1698806565985;-957.595700633;3.0271;0.173;-0.257;0.227863707688859;0.760367630576104;0.0117686617350369;0.0;-0.084;0.0;0.9442520025979648;0.055747997402035;0.0;-957.609204738;3.3965;0.191;-0.266;0.1790077552321257;0.7782853500478062;0.0427068947200679;0.0;-0.075;0.0106439595529536;0.9302820649281532;0.059073975518893;0.0;199.94;2332.146;3113.0864;;
ligand85-0;1.09136;0;0;0;5;206.1500581858092;0.3151148434588147;4.509132985846372;147.1990755153183;35.882540187808374;311.0404453197403;428.72168012667214;310.93041114975915;429.211366672592;-380.921910198;2.8129;0.242;-0.251;0.157074589653023;0.8183045917307293;0.0246208186162476;0.0;-0.009;0.1150636344669309;0.8240141873565616;0.0609221781765074;0.0;-380.929856275;3.049;0.255;-0.261;0.0334261838440111;0.9452539104349688;0.0213199057210199;0.0;-0.006;0.1093700704595646;0.8321590072562836;0.0584709222841518;0.0;78.77;1286.478;3425.894;0.2022401395871391;0.8149461427635548
ligand86-1;5.334400000000001;3;0;1;0;188.4036963991113;0.3414671077152441;4.420130360931684;145.5032602007652;35.17427980264205;474.3397741022868;749.7438761333827;475.35978055765617;751.4812679283988;-3491.52694848;11.1978;0.0739999999999999;-0.21;0.0;1.0;0.0;0.0;-0.136;0.0;1.0;0.0;0.0;-3491.53456214;9.8909;0.0779999999999999;-0.209;0.0;1.0;0.0;0.0;-0.131;0.0;1.0;0.0;0.0;301.81;2236.082;3074.3771;;
ligand88-0;3.099800000000001;2;1;1;4;156.71521127679716;0.2836843086097652;3.6141065892323767;129.72436124916288;28.760146426866147;442.8504654419798;713.9975312626951;436.630360749245;709.8837354382376;-997.750094882;2.2079;0.1699999999999999;-0.209;0.0329901731399157;0.9670098268600842;0.0;0.0;-0.039;0.0017681511769256;0.9539175599513756;0.0443142888716985;0.0;-997.752947043;1.9792;0.183;-0.22;0.0652972228597659;0.9347027771402342;0.0;0.0;-0.037;0.0102702702702702;0.9402162162162162;0.0495135135135135;0.0;183.51;1629.285;3134.666;0.3296677688778472;0.9735576226660768
ligand89-0;0.94089;1;1;0;5;196.53950120997467;0.4163774226612001;5.461161063585504;164.96497503575506;43.45853891453128;410.9929184503322;640.7722365337432;406.6929012933194;636.6691067949187;-597.333365216;4.3963;0.092;0.012;0.2442715997477401;0.7212528904771915;0.0344755097750683;0.0;0.104;0.0;0.9474520605996398;0.0525479394003602;0.0;-597.342199489;5.0568;0.112;-0.012;0.2553035076664566;0.7101449275362318;0.0345515647973114;0.0;0.1;0.00282722513089;0.94565445026178;0.0515183246073298;0.0;182.13;2266.268;3109.0768;0.3862100361176157;0.7774412966454594
